,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v16,v17,v18,v19,v20,v21,classlabel
2001,h,g,41.0,t,0.125,a,t,455.0,0.000204,23,y,2.16,t,q,4550000.0,1236,p,0,t,f,1
2002,h,g,23.08,t,2.125,b,t,290.0,0.00115,11,u,3.84,t,W,2900000.0,284,g,1,f,t,1
2003,v,s,20.17,t,1.71,b,f,120.0,0.0005625,0,u,4.41,f,W,1200000.0,0,g,1,f,t,1
2004,v,g,50.08,t,2.29,a,t,156.0,0.001254,3,u,3.8,t,aa,1560000.0,0,g,1,f,t,1
2005,h,g,27.0,t,4.25,b,t,312.0,7.5e-05,3,u,3.16,t,c,3120000.0,150,g,1,f,t,1
2006,v,g,38.17,t,2.5,b,t,520.0,0.0010125,6,u,1.62,f,x,5200000.0,196,g,0,t,f,1
2007,v,g,27.0,t,0.375,b,f,260.0,0.00015,0,y,2.68,t,W,2600000.0,1065,p,1,f,t,1
2008,h,g,41.17,t,7.0,b,t,320.0,0.000404,8,u,4.22,f,cc,3200000.0,0,g,1,f,t,1
2009,ff,g,65.17,t,0.0,a,t,0.0,0.0014,11,u,4.81,t,ff,0.0,1400,g,1,f,t,1
2010,v,g,23.25,t,2.375,b,t,0.0,0.00015,3,u,4.69,t,q,0.0,582,g,1,f,t,1
2011,v,g,21.83,t,0.29,b,t,121.0,0.0011,6,u,3.41,f,x,1210000.0,0,g,1,f,t,1
2012,v,g,26.0,t,1.75,b,f,280.0,0.0001,0,u,1.68,t,q,2800000.0,0,g,1,f,t,1
2013,v,g,31.67,t,1.335,b,t,303.0,8.3e-05,8,u,3.03,t,x,3030000.0,3290,g,0,t,f,1
2014,h,g,49.83,t,8.5,a,f,0.0,0.0013585000000000001,0,u,4.23,t,k,0.0,0,g,0,t,f,1
2015,bb,g,47.42,t,6.5,a,t,375.0,0.0008,6,u,2.84,f,e,3750000.0,51100,g,1,f,t,1
2016,bb,g,51.33,t,0.0,b,t,0.0,0.001,11,u,3.59,f,i,0.0,1249,g,0,t,f,1
2017,v,g,18.92,t,0.75,a,t,88.0,0.0009,2,u,4.2,f,aa,880000.0,591,g,0,t,f,1
2018,v,s,28.42,t,0.835,a,f,280.0,0.00035,0,u,3.3,f,W,2800000.0,0,g,0,t,f,1
2019,v,g,56.75,t,1.25,b,t,200.0,0.001225,4,u,4.19,t,m,2000000.0,0,g,1,f,t,1
2020,bb,g,58.42,t,10.0,a,t,0.0,0.0021,13,u,2.82,f,i,0.0,6700,g,1,f,t,1
2021,v,s,48.33,t,16.0,b,f,110.0,0.0012,0,u,4.65,f,m,1100000.0,0,g,1,f,t,1
2022,v,g,33.17,t,0.75,b,t,340.0,0.0001,7,u,2.19,t,x,3400000.0,4071,g,0,t,f,1
2023,v,g,22.42,t,2.585,a,t,129.0,0.0005665000000000001,7,u,0.93,f,q,1290000.0,3257,g,1,f,t,1
2024,v,g,18.83,t,0.085,a,f,100.0,0.0009539999999999999,0,u,4.12,f,aa,1000000.0,0,g,1,f,t,1
2025,v,g,48.58,t,0.25,b,t,380.0,2.05e-05,11,y,5.08,f,k,3800000.0,2732,p,1,f,t,1
2026,h,g,26.75,t,1.25,b,f,0.0,0.0001125,0,u,4.33,f,x,0.0,5298,g,0,t,f,1
2027,h,g,64.08,t,17.5,b,t,0.0,0.002,9,u,3.54,t,x,0.0,1000,g,0,t,f,1
2028,v,g,20.17,t,1.665,b,t,40.0,0.000925,3,u,2.77,t,c,400000.0,28,g,0,t,f,1
2029,v,g,25.67,t,1.21,b,t,140.0,0.00125,67,u,3.9,t,cc,1400000.0,258,g,1,f,t,1
2030,h,g,22.67,t,1.335,b,f,100.0,0.00105,0,u,4.5,f,q,1000000.0,0,g,1,f,t,1
2031,v,g,31.33,t,7.0,b,t,0.0,0.00195,16,u,4.12,f,c,0.0,5000,g,1,f,t,1
2032,v,g,56.42,t,28.5,b,t,0.0,0.0028,40,y,3.61,f,c,0.0,15,p,0,t,f,1
2033,v,g,24.75,t,1.5,a,t,120.0,0.00125,12,u,3.62,t,aa,1200000.0,567,g,1,f,t,1
2034,h,g,24.08,t,1.25,a,t,0.0,5e-05,1,u,3.26,f,q,0.0,678,g,1,f,t,1
2035,v,g,28.33,t,11.0,b,f,70.0,0.0005,0,u,4.4,t,W,700000.0,0,g,0,t,f,1
2036,h,g,26.92,t,5.0,a,t,0.0,0.00135,2,u,4.12,f,q,0.0,5000,g,0,t,f,1
2037,v,g,27.67,t,5.75,b,f,487.0,0.001375,0,u,2.72,t,W,4870000.0,500,g,1,f,t,1
2038,v,g,38.67,t,0.085,b,f,280.0,2.1e-05,0,u,4.3,t,k,2800000.0,0,g,1,f,t,1
2039,v,g,32.17,t,1.085,a,t,120.0,0.000146,16,u,2.89,f,W,1200000.0,2079,g,1,f,t,1
2040,h,g,32.67,t,5.5,b,t,408.0,0.00055,12,u,3.05,t,q,4080000.0,1000,g,1,f,t,1
2041,h,g,48.75,t,12.5,b,t,181.0,0.00085,9,u,5.12,f,c,1810000.0,1655,g,1,f,t,1
2042,v,g,21.0,t,2.25,b,t,80.0,0.000479,1,y,1.34,t,W,800000.0,300,p,0,t,f,1
2043,h,g,48.17,t,15.5,b,t,0.0,0.0007625,12,u,3.35,f,W,0.0,790,g,0,t,f,1
2044,h,g,39.33,t,10.0,b,t,399.0,0.0005875,14,u,1.93,t,cc,3990000.0,0,g,0,t,f,1
2045,v,g,25.08,t,0.25,a,f,370.0,0.000254,0,y,4.0,t,aa,3700000.0,0,p,0,t,f,1
2046,bb,g,23.25,t,0.25,b,f,160.0,0.0004,0,u,3.58,t,c,1600000.0,0,g,1,f,t,1
2047,v,g,30.67,t,2.0,a,t,220.0,0.0012,1,u,3.45,f,c,2200000.0,19,g,0,t,f,1
2048,bb,s,19.17,t,0.0,b,f,500.0,0.0,0,y,2.97,t,m,5000000.0,1,p,1,f,f,1
2049,h,g,36.67,t,9.0,b,f,102.0,0.000325,0,u,2.87,t,q,1020000.0,639,g,0,t,f,1
2050,h,g,23.17,t,0.46,b,t,100.0,0.0011125,1,u,3.85,f,x,1000000.0,0,g,1,f,t,1
2051,h,g,15.83,t,1.5,a,t,100.0,5.85e-05,2,u,2.32,f,c,1000000.0,0,g,0,t,f,1
2052,v,g,16.08,t,1.75,b,t,352.0,7.5e-05,5,u,2.6,t,c,3520000.0,690,g,0,t,f,1
2053,bb,g,47.0,t,5.165,a,t,0.0,0.0013,9,u,4.54,t,i,0.0,0,g,1,f,t,1
2054,bb,s,21.25,t,0.5,a,t,80.0,0.00023349999999999998,4,u,2.4,f,i,800000.0,0,g,1,f,t,1
2055,z,g,65.42,t,20.0,b,t,22.0,0.0011,7,u,3.68,t,e,220000.0,0,g,0,t,f,1
2056,v,g,20.5,t,2.0,b,t,200.0,0.00024150000000000002,11,u,3.76,t,c,2000000.0,3000,g,1,f,t,1
2057,ff,g,55.92,t,5.0,b,t,0.0,0.00115,5,u,4.28,f,ff,0.0,8851,g,0,t,f,1
2058,v,g,34.92,t,0.0,b,f,239.0,0.00025,0,u,4.84,t,W,2390000.0,200,g,0,t,f,1
2059,bb,g,56.58,t,15.0,b,t,0.0,0.00185,17,u,3.01,t,d,0.0,0,g,1,f,t,1
2060,v,g,25.17,t,1.0,b,t,0.0,0.0006,3,u,3.0,f,c,0.0,0,g,1,f,t,1
2061,v,g,25.08,t,1.665,b,t,395.0,0.000171,1,u,2.63,t,x,3950000.0,20,g,1,f,t,1
2062,v,g,57.83,t,14.0,b,t,360.0,0.000704,6,u,2.56,t,m,3600000.0,1332,g,0,t,f,1
2063,h,g,34.92,t,7.5,b,t,0.0,0.0005,6,u,4.43,t,x,0.0,1000,g,1,f,t,1
2064,v,g,33.58,t,4.25,b,t,204.0,0.000275,6,u,3.04,f,m,2040000.0,0,g,1,f,t,1
2065,v,g,22.92,t,0.04,a,f,80.0,0.0011585,0,u,3.49,f,cc,800000.0,1349,g,0,t,f,1
2066,h,g,24.5,t,1.5,a,f,280.0,5e-05,0,u,3.63,f,q,2800000.0,824,g,1,f,t,1
2067,dd,g,20.25,t,0.0,b,f,0.0,0.0009960000000000001,0,u,3.03,f,e,0.0,0,g,1,f,t,1
2068,v,g,18.5,t,1.5,b,t,120.0,0.0002,2,u,4.54,f,i,1200000.0,300,g,0,t,f,1
2069,v,g,25.17,t,0.625,b,t,0.0,0.00035,7,u,2.18,f,cc,0.0,7059,g,0,t,f,1
2070,h,g,44.33,t,5.0,b,f,320.0,5e-05,0,u,3.61,t,i,3200000.0,0,g,1,f,t,1
2071,v,g,18.08,t,0.5,b,f,80.0,0.00055,0,u,3.99,f,k,800000.0,0,g,1,f,t,1
2072,v,g,60.58,t,11.0,a,f,21.0,0.00165,0,u,2.43,t,q,210000.0,10561,g,0,t,f,1
2073,bb,g,41.5,t,3.5,b,f,216.0,0.000154,0,u,3.0,f,i,2160000.0,0,g,1,f,f,1
2074,h,g,25.75,t,0.875,a,f,491.0,5e-05,0,u,3.58,t,c,4910000.0,0,g,1,f,t,1
2075,v,g,29.25,t,5.04,b,t,168.0,0.0014789999999999998,5,u,4.41,t,aa,1680000.0,0,g,0,t,f,1
2076,v,g,36.0,t,2.0,a,t,0.0,0.0001,11,u,5.38,f,c,0.0,456,g,0,t,f,1
2077,v,g,31.67,t,3.0,b,t,250.0,0.0016164999999999999,9,u,2.96,f,d,2500000.0,730,g,1,f,t,1
2078,ff,g,60.08,t,18.0,b,t,0.0,0.00145,15,u,2.64,t,ff,0.0,1000,g,0,t,f,1
2079,v,g,22.33,t,2.0,b,t,80.0,0.0011,1,u,2.55,f,W,800000.0,278,g,1,f,t,1
2080,bb,g,40.0,t,3.5,b,t,0.0,0.00065,1,u,2.19,f,aa,0.0,500,g,1,f,t,1
2081,h,g,35.17,t,1.625,b,t,515.0,0.0025125,1,u,3.81,t,x,5150000.0,500,g,0,t,f,1
2082,bb,g,41.33,t,15.0,b,f,0.0,0.0,0,u,3.2,f,c,0.0,0,g,0,t,f,1
2083,h,g,20.75,t,0.335,a,t,80.0,0.0010335000000000001,1,u,2.33,t,cc,800000.0,50,g,1,f,t,1
2084,v,g,32.08,t,2.5,b,f,360.0,0.0004,0,u,5.23,t,m,3600000.0,0,g,1,f,t,1
2085,h,g,23.92,t,1.875,b,t,200.0,0.00015,6,u,3.81,f,d,2000000.0,327,g,0,t,f,1
2086,v,g,23.25,t,3.17,a,t,120.0,0.0005875,10,u,3.71,f,q,1200000.0,245,g,0,t,f,1
2087,h,g,46.67,t,0.415,a,t,440.0,4.6e-05,11,u,5.04,t,cc,4400000.0,6,g,0,t,f,1
2088,h,g,25.0,t,3.5,a,t,400.0,0.001233,6,u,4.72,f,cc,4000000.0,458,g,1,f,t,1
2089,v,g,25.5,t,0.25,b,t,260.0,3.75e-05,3,u,0.91,f,m,2600000.0,15108,g,0,t,f,1
2090,v,g,23.5,t,8.5,a,t,120.0,0.0009,5,u,3.53,t,q,1200000.0,0,g,1,f,t,1
2091,v,g,34.17,t,4.5,b,t,0.0,0.000917,12,u,2.71,t,c,0.0,221,g,1,f,t,1
2092,v,g,27.83,t,3.75,b,t,100.0,0.000154,5,u,3.79,t,W,1000000.0,3,g,0,t,f,1
2093,v,g,36.75,t,5.0,a,f,0.0,0.0005125,0,u,4.62,t,e,0.0,4000,g,0,t,f,1
2094,h,g,47.25,t,2.75,a,t,333.0,7.5e-05,1,u,2.89,f,q,3330000.0,892,g,1,f,t,1
2095,v,g,33.67,t,0.375,a,f,300.0,3.75e-05,0,u,2.75,f,cc,3000000.0,44,g,0,f,f,1
2096,h,g,45.0,t,14.0,b,t,88.0,0.00085,1,u,2.78,t,cc,880000.0,2000,g,0,t,f,1
2097,h,g,33.17,t,6.5,b,f,164.0,0.00010400000000000001,0,u,4.36,t,r,1640000.0,31285,g,0,t,f,1
2098,h,g,25.0,t,1.04,a,f,160.0,8.75e-05,0,u,4.03,t,x,1600000.0,5860,g,0,t,f,1
2099,v,g,26.67,t,1.0,b,t,160.0,0.000175,5,y,0.63,t,c,1600000.0,5777,p,1,f,t,1
2100,v,g,48.5,t,0.125,b,f,225.0,0.000425,0,u,2.35,t,m,2250000.0,0,g,0,t,f,1
2101,v,g,37.42,t,0.04,b,f,400.0,0.000204,0,u,3.31,t,W,4000000.0,5800,g,1,f,t,1
2102,n,g,18.0,t,0.21,b,f,200.0,1.65e-05,0,u,2.46,f,q,2000000.0,40,g,0,f,f,1
2103,ff,g,56.5,t,0.0,a,t,0.0,0.0016,15,u,4.27,f,j,0.0,247,g,0,t,f,1
2104,v,g,25.75,t,1.46,b,t,312.0,5e-05,5,u,2.1,t,c,3120000.0,0,g,0,t,f,1
2105,v,g,22.58,t,0.415,a,t,0.0,0.001075,5,u,2.33,t,q,0.0,560,g,0,t,f,1
2106,h,g,33.17,t,2.04,b,t,180.0,0.000304,1,y,4.08,t,c,1800000.0,18027,p,0,t,f,1
2107,h,g,32.0,t,0.04,b,f,393.0,0.000175,0,y,5.44,t,e,3930000.0,0,p,1,f,t,1
2108,h,g,40.83,t,1.75,a,f,29.0,0.001,0,u,2.12,f,q,290000.0,837,g,0,t,f,1
2109,v,g,59.67,t,0.125,b,f,260.0,0.000154,0,u,4.67,t,q,2600000.0,0,g,1,f,t,1
2110,v,g,42.5,t,3.165,b,f,52.0,0.0004915,0,y,2.55,t,W,520000.0,1442,p,0,t,f,1
2111,z,g,28.08,t,0.0,a,f,0.0,0.0015,0,y,5.38,f,e,0.0,13212,p,1,f,t,1
2112,v,g,37.75,t,0.125,a,f,228.0,0.00055,0,u,3.83,t,q,2280000.0,0,g,0,t,f,1
2113,v,g,53.92,t,8.665,b,t,0.0,0.0009625,5,u,2.61,f,e,0.0,0,g,1,f,t,1
2114,bb,g,47.67,t,15.0,b,t,0.0,2.8999999999999997e-05,20,u,3.84,f,c,0.0,15000,g,0,t,f,1
2115,v,s,23.25,t,0.835,b,f,300.0,0.0001,0,u,4.05,f,c,3000000.0,0,g,0,t,f,1
2116,h,g,22.67,t,2.585,b,f,0.0,0.000254,0,y,4.73,f,c,0.0,0,p,1,f,t,1
2117,ff,g,54.58,t,14.415,b,t,30.0,0.0009415,11,u,3.71,t,ff,300000.0,300,g,0,t,f,1
2118,h,g,34.25,t,7.415,b,f,0.0,0.0003,0,u,2.55,t,cc,0.0,0,g,0,t,f,1
2119,v,g,27.58,t,2.0,b,t,370.0,0.000204,3,y,1.76,t,aa,3700000.0,560,p,1,f,t,1
2120,j,g,46.0,t,0.0,a,f,100.0,0.0004,0,u,3.62,f,j,1000000.0,960,g,1,f,t,1
2121,v,g,60.92,t,4.0,a,t,0.0,0.0005,4,u,3.15,f,aa,0.0,99,g,0,t,f,1
2122,v,g,47.42,t,13.875,a,t,519.0,0.0003,2,u,2.07,t,x,5190000.0,1704,g,0,t,f,1
2123,h,g,37.33,t,4.25,b,t,93.0,0.00065,12,u,2.49,t,m,930000.0,0,g,0,t,f,1
2124,v,g,20.42,t,1.585,a,t,0.0,8.35e-05,1,u,5.64,f,q,0.0,0,g,1,f,t,1
2125,v,g,44.17,t,7.375,a,t,0.0,0.0006665,3,u,3.36,t,q,0.0,0,g,1,f,t,1
2126,n,g,34.75,t,5.375,b,t,0.0,0.0015,9,u,3.81,t,r,0.0,134,g,1,f,t,1
2127,v,s,20.5,t,2.5,b,f,40.0,0.001,0,y,2.98,f,c,400000.0,0,p,1,f,t,1
2128,j,s,22.67,t,2.25,b,f,0.0,1.65e-05,0,u,2.39,t,c,0.0,0,g,1,f,f,1
2129,h,g,22.08,t,2.165,b,f,128.0,8.3e-05,0,u,4.26,t,c,1280000.0,0,g,1,f,f,1
2130,v,s,42.83,t,4.58,b,f,0.0,0.0004625,0,u,3.36,f,q,0.0,0,g,0,t,f,1
2131,v,g,18.92,t,1.0,a,t,80.0,0.000925,4,y,2.43,t,c,800000.0,500,p,0,t,f,1
2132,v,g,20.67,t,0.165,a,t,100.0,0.0003,3,u,3.55,f,q,1000000.0,6,g,0,t,f,1
2133,v,g,32.33,t,0.04,a,f,440.0,5.4000000000000005e-05,0,u,0.91,f,cc,4400000.0,11177,g,0,t,f,1
2134,h,g,28.92,t,5.335,b,t,0.0,0.0015,11,u,1.78,f,c,0.0,2283,g,0,t,f,1
2135,v,g,52.83,t,5.5,a,t,0.0,0.0015,14,u,4.09,f,c,0.0,2200,g,0,t,f,1
2136,v,g,20.67,t,2.085,a,t,220.0,0.0001835,5,u,3.18,f,q,2200000.0,2503,g,0,t,f,1
2137,bb,g,36.25,t,2.5,b,t,0.0,0.0005,6,u,3.86,f,c,0.0,367,g,0,t,f,1
2138,h,g,20.33,t,1.0,a,t,50.0,0.001,4,u,5.08,f,c,500000.0,1465,g,0,t,f,1
2139,bb,g,25.75,t,0.25,b,f,349.0,7.5e-05,0,u,2.14,f,c,3490000.0,23,g,1,f,t,1
2140,v,g,28.17,t,0.585,a,t,80.0,3.75e-05,4,u,3.57,f,q,800000.0,0,g,0,t,f,1
2141,v,g,23.92,t,0.165,b,f,100.0,6.65e-05,0,u,5.11,f,c,1000000.0,0,g,1,f,f,1
2142,h,g,56.0,t,8.0,b,f,24.0,0.00125,0,u,2.8,t,k,240000.0,2028,g,1,f,t,1
2143,v,g,20.75,t,0.71,a,t,49.0,0.001025,2,u,3.57,t,q,490000.0,0,g,0,t,f,1
2144,bb,g,30.5,t,4.0,a,t,0.0,0.00065,7,u,2.22,t,c,0.0,3065,g,0,t,f,1
2145,v,g,45.83,t,5.0,a,t,0.0,0.00105,7,u,3.45,t,q,0.0,0,g,0,t,f,1
2146,v,g,39.0,t,3.5,b,t,0.0,0.0005,10,u,5.4,t,cc,0.0,0,g,0,t,f,1
2147,v,g,22.08,t,0.665,b,f,100.0,0.0011,0,u,4.25,f,cc,1000000.0,0,g,1,f,t,1
2148,v,g,28.25,t,4.75,b,t,420.0,0.0005125,2,u,3.31,f,x,4200000.0,7,g,1,f,t,1
2149,h,g,18.83,t,3.0,a,f,240.0,0.0004415,0,y,3.23,f,c,2400000.0,0,p,1,f,t,1
2150,v,g,28.67,t,2.5,a,t,300.0,0.00010400000000000001,5,u,2.32,t,c,3000000.0,1430,g,0,t,f,1
2151,v,g,22.5,t,2.46,a,f,164.0,0.0008460000000000001,0,y,5.98,f,x,1640000.0,0,p,0,f,f,1
2152,h,g,28.5,t,2.54,a,t,70.0,0.000304,1,y,3.18,f,x,700000.0,0,p,0,t,f,1
2153,v,g,19.17,t,1.5,b,f,120.0,0.00095,0,u,1.74,f,W,1200000.0,2206,g,1,f,t,1
2154,v,g,21.5,t,2.5,a,t,80.0,0.0006,3,u,4.27,f,aa,800000.0,918,g,1,f,t,1
2155,o,p,17.5,t,0.0,b,f,450.0,0.0022,0,l,3.36,t,ff,4500000.0,100000,gg,0,f,f,1
2156,v,g,26.67,t,5.25,b,t,211.0,0.000271,1,y,5.19,f,cc,2110000.0,0,p,0,t,f,1
2157,bb,g,34.42,t,3.25,b,t,274.0,0.000425,2,u,4.0,f,i,2740000.0,610,g,0,t,f,1
2158,ff,g,73.42,t,0.0,b,f,0.0,0.001775,0,u,5.26,t,ff,0.0,0,g,0,t,f,1
2159,h,g,23.0,t,0.5,a,t,300.0,0.001175,2,u,2.7,t,x,3000000.0,551,g,1,f,t,1
2160,v,g,23.08,t,1.085,b,t,60.0,0.00025,11,u,2.95,t,c,600000.0,2184,g,1,f,t,1
2161,h,g,19.42,t,1.46,b,t,80.0,0.00065,7,u,3.89,f,W,800000.0,2954,g,1,f,t,1
2162,v,g,23.33,t,0.835,b,f,160.0,0.0011625,0,y,2.28,t,W,1600000.0,300,p,0,t,f,1
2163,h,g,42.17,t,12.75,b,f,92.0,0.000504,0,u,2.71,t,q,920000.0,0,g,1,f,t,1
2164,v,g,21.25,t,1.5,b,f,150.0,0.00015,0,u,2.16,f,W,1500000.0,8,g,0,f,f,1
2165,v,g,34.17,t,0.085,b,f,290.0,0.000525,0,u,3.73,t,W,2900000.0,6,g,1,f,f,1
2166,v,g,47.75,t,7.875,a,t,0.0,0.0008,6,u,2.02,t,c,0.0,1260,g,1,f,t,1
2167,v,g,44.33,t,2.5,a,f,0.0,0.0,0,u,3.02,f,c,0.0,0,g,0,t,f,1
2168,bb,g,39.5,t,6.5,b,t,117.0,0.000425,16,u,2.45,f,c,1170000.0,1210,g,0,t,f,1
2169,v,g,41.17,t,0.5,a,t,145.0,0.00065,3,u,3.82,t,q,1450000.0,0,g,0,t,f,1
2170,h,g,29.92,t,4.335,b,f,260.0,0.0001835,0,u,2.39,f,c,2600000.0,200,g,0,t,f,1
2171,v,g,35.17,t,4.5,b,t,150.0,0.00025,7,u,2.33,f,k,1500000.0,1270,g,1,f,t,1
2172,h,g,19.17,t,0.75,a,t,96.0,0.0008585000000000001,7,u,3.23,f,cc,960000.0,0,g,1,f,t,1
2173,v,g,52.5,t,6.29,b,t,0.0,0.00065,15,u,1.97,f,k,0.0,11202,g,0,t,f,1
2174,v,g,39.92,t,0.04,b,t,200.0,0.000621,1,u,1.03,f,q,2000000.0,300,g,1,f,t,1
2175,v,g,21.33,t,3.0,b,f,0.0,0.00105,0,u,4.08,t,c,0.0,0,g,0,t,f,1
2176,v,g,35.75,t,0.75,a,t,0.0,9.15e-05,4,u,3.1,f,aa,0.0,1583,g,0,t,f,1
2177,z,g,67.75,t,13.0,b,t,0.0,0.00055,1,u,3.6,t,e,0.0,0,g,1,f,t,1
2178,h,g,32.67,t,5.25,b,f,154.0,0.0009,0,y,4.36,t,W,1540000.0,0,p,1,f,t,1
2179,bb,g,49.5,t,7.585,b,t,0.0,0.0007585,15,u,4.21,t,i,0.0,5000,g,0,t,f,1
2180,v,g,21.0,t,1.085,b,t,160.0,0.0003,8,y,3.17,t,d,1600000.0,1,p,1,f,t,1
2181,v,g,28.25,t,0.96,b,t,396.0,8.75e-05,3,u,4.0,t,m,3960000.0,0,g,1,f,t,1
2182,v,g,34.17,t,1.54,b,t,520.0,0.000154,1,u,2.6,t,cc,5200000.0,50000,g,1,f,t,1
2183,h,g,31.92,t,6.04,b,t,311.0,0.000446,3,u,1.31,f,cc,3110000.0,300,g,0,t,f,1
2184,v,g,29.5,t,0.54,a,t,380.0,4.6e-05,4,u,3.59,f,k,3800000.0,500,g,1,f,t,1
2185,v,g,23.17,t,0.085,b,f,0.0,0.0,0,u,4.23,f,cc,0.0,0,g,1,f,t,1
2186,ff,s,18.08,t,10.0,a,f,300.0,3.75e-05,0,l,4.28,t,cc,3000000.0,0,gg,1,f,f,1
2187,h,g,24.75,t,1.835,a,t,0.0,0.0003,19,u,3.29,f,q,0.0,500,g,1,f,t,1
2188,v,g,20.83,t,0.04,a,f,100.0,0.0003,0,u,3.97,f,aa,1000000.0,0,g,0,t,f,1
2189,h,g,28.0,t,4.165,b,t,181.0,0.0002,2,u,1.58,t,k,1810000.0,0,g,0,t,f,1
2190,v,g,20.42,t,2.25,b,t,100.0,0.0001835,1,u,2.24,f,c,1000000.0,150,g,0,t,f,1
2191,h,g,28.67,t,5.665,b,t,381.0,0.0009335000000000001,6,u,3.12,f,q,3810000.0,168,g,1,f,t,1
2192,v,g,21.92,t,0.04,b,t,840.0,5.4000000000000005e-05,1,y,2.97,t,x,8400000.0,59,p,1,f,t,1
2193,h,g,43.25,t,6.0,b,t,80.0,0.0003,11,u,3.26,f,q,800000.0,0,g,1,f,t,1
2194,v,g,20.42,t,1.625,b,t,200.0,0.0007,3,u,2.76,f,c,2000000.0,1391,g,1,f,t,1
2195,h,g,42.0,t,5.125,b,f,400.0,2.05e-05,0,u,4.53,f,i,4000000.0,0,g,0,t,f,1
2196,v,g,23.42,t,1.5,a,t,80.0,7.900000000000001e-05,2,y,4.34,t,q,800000.0,400,p,1,f,t,1
2197,h,g,25.17,t,0.875,a,f,360.0,0.0002875,0,u,2.85,f,x,3600000.0,0,g,1,f,t,1
2198,v,g,37.5,t,1.5,b,f,431.0,0.0001125,0,y,1.35,t,d,4310000.0,0,p,1,f,f,1
2199,v,g,36.75,t,1.5,b,f,232.0,1.25e-05,0,y,4.87,t,c,2320000.0,113,p,0,f,f,1
2200,bb,g,28.25,t,1.5,b,t,144.0,0.000504,8,y,6.04,t,c,1440000.0,7,p,1,f,t,1
2201,h,g,32.75,t,5.5,b,t,0.0,0.00015,3,u,3.17,t,cc,0.0,0,g,1,f,t,1
2202,h,g,17.83,t,1.0,a,t,0.0,0.0011,11,u,1.97,f,x,0.0,3000,g,1,f,t,1
2203,h,g,22.83,t,2.29,a,t,140.0,0.000229,7,u,3.09,t,q,1400000.0,2384,g,1,f,t,1
2204,v,g,13.75,t,1.75,b,t,120.0,0.0004,2,y,3.49,t,W,1200000.0,1000,p,0,t,f,1
2205,h,g,41.0,t,0.125,a,t,455.0,0.000204,23,y,4.56,t,q,4550000.0,1236,p,0,t,f,1
2206,h,g,23.08,t,2.125,b,t,290.0,0.00115,11,u,3.66,t,W,2900000.0,284,g,0,t,f,1
2207,v,s,20.17,t,1.71,b,f,120.0,0.0005625,0,u,2.05,f,W,1200000.0,0,g,1,f,t,1
2208,v,g,50.08,t,2.29,a,t,156.0,0.001254,3,u,2.61,t,aa,1560000.0,0,g,0,t,f,1
2209,h,g,27.0,t,4.25,b,t,312.0,7.5e-05,3,u,4.44,t,c,3120000.0,150,g,0,t,f,1
2210,v,g,38.17,t,2.5,b,t,520.0,0.0010125,6,u,5.53,f,x,5200000.0,196,g,0,t,f,1
2211,v,g,27.0,t,0.375,b,f,260.0,0.00015,0,y,4.78,t,W,2600000.0,1065,p,1,f,t,1
2212,h,g,41.17,t,7.0,b,t,320.0,0.000404,8,u,2.98,f,cc,3200000.0,0,g,1,f,t,1
2213,ff,g,65.17,t,0.0,a,t,0.0,0.0014,11,u,4.41,t,ff,0.0,1400,g,1,f,t,1
2214,v,g,23.25,t,2.375,b,t,0.0,0.00015,3,u,3.05,t,q,0.0,582,g,1,f,t,1
2215,v,g,21.83,t,0.29,b,t,121.0,0.0011,6,u,3.1,f,x,1210000.0,0,g,1,f,t,1
2216,v,g,26.0,t,1.75,b,f,280.0,0.0001,0,u,3.45,t,q,2800000.0,0,g,0,t,f,1
2217,v,g,31.67,t,1.335,b,t,303.0,8.3e-05,8,u,4.16,t,x,3030000.0,3290,g,1,f,t,1
2218,h,g,49.83,t,8.5,a,f,0.0,0.0013585000000000001,0,u,3.87,t,k,0.0,0,g,1,f,t,1
2219,bb,g,47.42,t,6.5,a,t,375.0,0.0008,6,u,3.64,f,e,3750000.0,51100,g,1,f,t,1
2220,bb,g,51.33,t,0.0,b,t,0.0,0.001,11,u,4.16,f,i,0.0,1249,g,0,t,f,1
2221,v,g,18.92,t,0.75,a,t,88.0,0.0009,2,u,4.16,f,aa,880000.0,591,g,1,f,t,1
2222,v,s,28.42,t,0.835,a,f,280.0,0.00035,0,u,3.44,f,W,2800000.0,0,g,0,t,f,1
2223,v,g,56.75,t,1.25,b,t,200.0,0.001225,4,u,4.24,t,m,2000000.0,0,g,0,t,f,1
2224,bb,g,58.42,t,10.0,a,t,0.0,0.0021,13,u,4.02,f,i,0.0,6700,g,0,t,f,1
2225,v,s,48.33,t,16.0,b,f,110.0,0.0012,0,u,2.82,f,m,1100000.0,0,g,0,t,f,1
2226,v,g,33.17,t,0.75,b,t,340.0,0.0001,7,u,1.26,t,x,3400000.0,4071,g,1,f,t,1
2227,v,g,22.42,t,2.585,a,t,129.0,0.0005665000000000001,7,u,2.3,f,q,1290000.0,3257,g,1,f,t,1
2228,v,g,18.83,t,0.085,a,f,100.0,0.0009539999999999999,0,u,2.1,f,aa,1000000.0,0,g,0,t,f,1
2229,v,g,48.58,t,0.25,b,t,380.0,2.05e-05,11,y,5.04,f,k,3800000.0,2732,p,0,t,f,1
